Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,distance
Moratuwa,6.788070599999998,79.8912813,SANRICH Restaurant,6.792880702994737,79.88691538274365,Chinese Restaurant,0.5319483313868786
Battaramulla,6.897994099999999,79.9222869,SLT Teleshop,6.902231492938416,79.91580758335172,Mobile Phone Shop,0.4686145717497923
Cinnamon Gardens,6.9116652,79.86456779999997,SSC Bar,6.906655073771407,79.86859593269149,Gastropub,0.554071590674559
Cinnamon Gardens,6.9116652,79.86456779999997,SSC Cricket Ground,6.906209374013165,79.86863486367217,Cricket Ground,0.6033616753046364
Kalubowila,6.863141400000001,79.87868329999998,Saffans,6.867579587776532,79.88523333602161,Shoe Store,0.49081982247668343
Pamankada,6.8776324,79.8713074,Sagara Food City,6.876709258682937,79.86644101380556,Food Court,0.10209038080156276
Ragama,7.028003699999998,79.923,Sahana Osusala (Pharmacy),7.029593742045977,79.92154115760758,Pharmacy,0.17584418742783825
Kottawa,6.8411652,79.9654324,Sampath Bank,6.840824829109296,79.96620960043961,Bank,0.03764162750904405
Union Place,6.9229583,79.8523572,Samudra Ball Room - Taj Samudra,6.92238633373518,79.84604651358711,Hotel,0.06325398266197606
Nugegoda,6.864908099999999,79.89967890000001,Sanka Digital Wheel Care Centre,6.864269254728522,79.89817271751464,Auto Garage,0.07064998789030469
Malabe,6.906078699999999,79.9696277,Sankaja Fruits,6.908560312155932,79.96573555590176,Food & Drink Shop,0.27444232460363094
Wickramasinhapura,6.8823235999999985,79.93857940000002,Sanora 3rd Floor Cafe,6.8798578790676865,79.93421938712956,Restaurant,0.2726846100483656
Wickramasinhapura,6.8823235999999985,79.93857940000002,Sanora Fast Food,6.879791259765625,79.93445587158203,Fast Food Restaurant,0.28005205265212385
Slave Island,6.9257119000000005,79.8503314,Sapphyr Lounge,6.928340082606577,79.8441149586263,Tea Room,0.29065184018840634
Maharagama,6.8510951,79.92120109999998,Sarasavi Book Shop,6.846258928213969,79.92770170641681,Bookstore,0.5348325603663879
Kohuwala,6.862484200000001,79.8854983,Sarasavi Bookshop,6.870655143031808,79.88886446034266,Bookstore,0.9036258067671312
Dalugama,6.9752231,79.92066940000002,Sarasavi Bookshop,6.975190098862312,79.9239379154684,Bookstore,0.0036496173574329777
Havelock Town,6.8866519,79.8646835,Saraswathi Lodge Vegetarian Restaurant,6.8894527700660495,79.856880991118,Vegetarian / Vegan Restaurant,0.30974891503629365
Pamankada,6.8776324,79.8713074,Saree Mandir,6.875975652255431,79.86267841169509,Women's Store,0.18322005788679718
"Kaduwela, Western Province",6.929061,79.98277540000002,"Saviru Pharmacy, Kaduwela",6.93638693513419,79.98279971128913,Pharmacy,0.8101784982359667
Wellawatte,6.8740921,79.8604934,Savoy 3D Cinema,6.879061671471088,79.85986699114964,Movie Theater,0.5495858781015343
Rajagiriya,6.909410799999999,79.8942538,Savoy Premiere,6.908765,79.89631999999999,Movie Theater,0.07141924491453466
Maha Nuge Gardens,6.916688400000001,79.8491938,Scope Cinema,6.9177019144336525,79.8554705103149,Movie Theater,0.11208494912132554
Union Place,6.9229583,79.8523572,Sea Breeze - Galleface Hotel,6.920018489432278,79.84587879121273,Seafood Restaurant,0.3251148343602228
Fort (Colombo),6.9337011,79.8500302,Sea Fish Restaurant,6.93125317418809,79.84619032288822,Seafood Restaurant,0.27071722601630493
Kiribathgoda,6.9778284,79.92715229999997,Sea Lion Restaurant,6.9787544144498606,79.93270661300603,Asian Restaurant,0.10240855578925016
Havelock Town,6.8866519,79.8646835,Selyn,6.888748876205376,79.87025958259014,Clothing Store,0.2319051150584323
Havelock Town,6.8866519,79.8646835,Sen Sal,6.8911830496757975,79.86671959148585,Café,0.501100984171326
Havelock Town,6.8866519,79.8646835,Sen-Saal,6.8862624429494925,79.86515293089043,Bakery,0.043070148908208886
Wellawatte,6.8740921,79.8604934,Sena Gems,6.879388845065411,79.85659159941287,Jewelry Store,0.5857680736933103
Narahenpita,6.897593400000001,79.881483,Sensal,6.902763208716616,79.88699193099043,Asian Restaurant,0.5717307173573505
Maha Nuge Gardens,6.916688400000001,79.8491938,Sequel,6.917799834732826,79.84830021858215,Cocktail Bar,0.12291399273653976
Cinnamon Gardens,6.9116652,79.86456779999997,Serafina Spa,6.916351464300472,79.86829087135409,Spa,0.5182556933681256
Thalawathugoda,6.8758648,79.9391936,Seven Eleven Restaurant - Capital Mall,6.8747955867030575,79.93419499861464,Café,0.11824450087291533
Dalugama,6.9752231,79.92066940000002,Sewon Burger,6.972920284208064,79.91786296343246,Italian Restaurant,0.25466988931016354
Fort (Colombo),6.9337011,79.8500302,ShamRock Club. Lounge,6.934484004974365,79.84362030029297,Cocktail Bar,0.08658182214711738
Rajagiriya,6.909410799999999,79.8942538,Shandong,6.907945883999815,79.89936361066044,Chinese Restaurant,0.16200556333681188
Slave Island,6.9257119000000005,79.8503314,Shangri-La,6.928223931438973,79.84427396319555,Hotel,0.27780663213495865
Fort (Colombo),6.9337011,79.8500302,Shangri-La Horizon Lounge,6.928796000000001,79.84447,Lounge,0.5424572061616942
Kandana,7.0477897,79.8970348,Shanthi Stores,7.0455958074299865,79.89722144923508,Convenience Store,0.2426247478919838
Kalubowila,6.863141400000001,79.87868329999998,Shinshio Chinese Restaurant,6.868570322394343,79.88315897227045,Chinese Restaurant,0.6003853182698138
Pamankada,6.8776324,79.8713074,Shiraz Persian Cuisine,6.87716591909154,79.87316843639415,Middle Eastern Restaurant,0.05158821640214651
Borella,6.9121796,79.8828828,Shirohana,6.91128553743637,79.87952759413217,Flower Shop,0.09887469846962947
Havelock Town,6.8866519,79.8646835,Siam House,6.885382598811913,79.8565694383817,Thai Restaurant,0.14037232117226564
Dehiwala,6.8301185,79.8800832,Siddalepa,6.834153795936038,79.87565247516773,Spa,0.44626334069820073
Cinnamon Gardens,6.9116652,79.86456779999997,Sidhdhalepa Spa,6.912218735883411,79.87074731046461,Spa,0.06121573172935941
Pelawatte,6.8905834000000015,79.924918,Silver Spoon Restaurant,6.888627802726365,79.9303893226673,Bar,0.21627000137353175
Kollupitiya,6.912815400000001,79.8506815,Simply Strawberries by Jagro,6.914733111784898,79.85926521434905,Dessert Shop,0.21208044986091612
Cinnamon Gardens,6.9116652,79.86456779999997,Sinhalese Sports Club,6.906548082741125,79.86867337042547,Sports Club,0.5659037644129231
Rajagiriya,6.909410799999999,79.8942538,Siri Super Center,6.908617398579821,79.89834766228374,Shopping Mall,0.08774253664941899
Koswatte,6.908863,79.93135670000002,Sirilak Sea Food,6.905308232017617,79.92898045697993,Fish Market,0.3931229852460684
Koswatte,6.908863,79.93135670000002,Sirilak Super,6.9050906183969145,79.92901723941362,Convenience Store,0.41718894675814877
Kalubowila,6.863141400000001,79.87868329999998,Sirisanda Hotel,6.867298394119681,79.88455559386105,Food Court,0.4597225729637032
Fort (Colombo),6.9337011,79.8500302,Sky Lounge,6.93289660750424,79.84174019998972,Lounge,0.08896919312687997
Havelock Town,6.8866519,79.8646835,Snog Frozen Yogland,6.887929394352571,79.85951779356492,Ice Cream Shop,0.1412784126941339
Havelock Town,6.8866519,79.8646835,Softwave,6.890089971432191,79.8636643842392,Design Studio,0.3802171771586388
Nawala,6.896419099999999,79.8884819,Solis Restaurant,6.9001848105292485,79.89395764078503,Restaurant,0.41645103936680306
Havelock Town,6.8866519,79.8646835,Sooriya Village,6.883209338330335,79.8657249269564,Performing Arts Venue,0.3807136989843985
Cinnamon Gardens,6.9116652,79.86456779999997,Sopranos Music Lounge,6.908709195253188,79.86570405341136,Karaoke Bar,0.3269056003379939
Kiribathgoda,6.9778284,79.92715229999997,Soya Ice Cream,6.9777980984827535,79.92793296529774,Ice Cream Shop,0.0033510649401408163
Fort (Colombo),6.9337011,79.8500302,Spa Ceylon,6.933511684299242,79.84354263965162,Spa,0.020947569267013758
Kollupitiya,6.912815400000001,79.8506815,"Spa Ceylon, Park St Mews",6.9165306773844835,79.85861307664369,Spa,0.410873904480931
Wickramasinhapura,6.8823235999999985,79.93857940000002,Spar Supermarket,6.88218459983787,79.93411116376798,Supermarket,0.015372058674140454
Pelawatte,6.8905834000000015,79.924918,Speed Drome,6.893363870076209,79.92405607643046,Racetrack,0.30749292544257795
Kirulapana,6.8814717000000005,79.87634759999997,Spellbound,6.875496679995419,79.88113777361669,Clothing Store,0.6607786800183267
Bambalapitiya,6.904361,79.8540397,Sponge,6.9053167858993705,79.85162310038959,Bakery,0.1057006737298827
Fort (Colombo),6.9337011,79.8500302,Spoons Restaurant,6.93254486456236,79.8445839311372,Restaurant,0.12786860503183026
Kohuwala,6.862484200000001,79.8854983,Spring & Summer,6.870578249053192,79.88654426946538,Clothing Store,0.8951220887880152
Havelock Town,6.8866519,79.8646835,Spring & Summer,6.889601666033899,79.85893803196852,Clothing Store,0.32621535805100565
Wattala,6.9906677,79.8931709,Spring & Summer,6.991137598964232,79.8937005735834,Clothing Store,0.05196646767133058
Borella,6.9121796,79.8828828,Sri Anandabhavan Hotel,6.914516880506443,79.87751897055392,Vegetarian / Vegan Restaurant,0.2584807040952562
Dematagoda,6.9352993000000005,79.88078309999999,Sri Lanka Customs Orugodawatta,6.941803780564936,79.88225948765226,Department Store,0.7193336399825141
Maha Nuge Gardens,6.916688400000001,79.8491938,Sri Lanka Tailor-Made,6.919540564600114,79.85051927908987,General Travel,0.31542198689406176
Cinnamon Gardens,6.9116652,79.86456779999997,Sri Lanka Tennis Association,6.910530266089705,79.85929251814531,Tennis Court,0.12551274345325655
"Pettah, Sri Lanka",6.936785799999999,79.8525385,Sri Suryas Hotel,6.9426961340005215,79.85471052097752,Indian Restaurant,0.6536267178070693
Hulftsdorp,6.9362635,79.8639835,Sri Vaani Villas,6.941729568155241,79.86463065300669,Indian Restaurant,0.6044951225224336
Kotahena,6.9487664,79.86048309999998,Sri Vaishnavi Vihar,6.949130715827919,79.86259696272799,Indian Restaurant,0.04028988058390475
Battaramulla,6.897994099999999,79.9222869,Srina Palace,6.902137280912665,79.91805405226205,Cosmetics Shop,0.4581956343119855
Borella,6.9121796,79.8828828,Srina Palace,6.916185026645982,79.87765171969984,Cosmetics Shop,0.44296160986160227
Maradana,6.926997,79.8639835,St Joseph's College Swimming Pool,6.924296820530786,79.86154148589888,Pool,0.2986139867837697
Havelock Town,6.8866519,79.8646835,St Peter's College Gym,6.88084540387905,79.86170890453059,Gym / Fitness Center,0.6421417303395007
Havelock Town,6.8866519,79.8646835,St. Peter's Pool,6.881118980442316,79.86098905824207,Pool,0.6118868393025148
Boralesgamuwa,6.840989100000002,79.9017187,"Stafford Motors Co, Ltd",6.846845522649065,79.89853643936695,Automotive Shop,0.6476620434569303
"Pettah, Sri Lanka",6.936785799999999,79.8525385,Star Indian Restaurant,6.9392833880817095,79.85410289061805,Indian Restaurant,0.27620946346140085
Borella,6.9121796,79.8828828,Steam Boat Restaurant,6.90973559258658,79.87656326781067,Chinese Restaurant,0.2702836446216277
Boralesgamuwa,6.840989100000002,79.9017187,Step Up Gym,6.8456589999999995,79.896766,Gym / Fitness Center,0.516444437765245
Fort (Colombo),6.9337011,79.8500302,Steuart by Citrus,6.934094798753952,79.84294817972481,Hotel,0.04353932639542943
Bambalapitiya,6.904361,79.8540397,Stone & String,6.908040528791026,79.85286321393613,Jewelry Store,0.4069203099139248
Wellawatte,6.8740921,79.8604934,Stone Castle,6.871426286269332,79.86436904543909,Boarding House,0.2948128134457604
Wellawatte,6.8740921,79.8604934,Street Burger,6.881619102708721,79.85594508880179,Burger Joint,0.8324127417597718
Union Place,6.9229583,79.8523572,Studio 4,6.921663506580291,79.84770050668534,Bar,0.143191730556331
Maha Nuge Gardens,6.916688400000001,79.8491938,Sugar Bistro & Wine Bar,6.917083336392316,79.84808599257673,Bistro,0.04367616621452622
Kotahena,6.9487664,79.86048309999998,Sugathadasa Indoor Stadium,6.94621633802065,79.86726763672469,Stadium,0.2820126891404192
Kotahena,6.9487664,79.86048309999998,Sugathadasa Indoor Stadium,6.946346610875268,79.86695043704101,Stadium,0.26760574668996895
Kotahena,6.9487664,79.86048309999998,Sugathadasa Stadium,6.948087177630701,79.86820282224957,Athletics & Sports,0.07511556032098755
Kotahena,6.9487664,79.86048309999998,Sugathadasa Stadium,6.948216,79.86814,Volleyball Court,0.06086902667174107
Cinnamon Gardens,6.9116652,79.86456779999997,Sulthan Palace,6.914143005654937,79.86477629933472,Indian Restaurant,0.27402142644801497
Kalubowila,6.863141400000001,79.87868329999998,Sumanadisi Bakers,6.867278693087084,79.88483623285751,Bakery,0.4575438327694592
Wellawatte,6.8740921,79.8604934,Sumanadisi Bakers,6.8690433993432105,79.85881634125197,Bakery,0.5583366736793921
Wellawatte,6.8740921,79.8604934,Sumanadisi Bakery,6.8692941243863865,79.86587795432429,Breakfast Spot,0.5306089508159508
Peliyagoda,6.958491499999999,79.9055819,Sun Food,6.952140878215902,79.90307650605865,Chinese Restaurant,0.7023188188179164
Kollupitiya,6.912815400000001,79.8506815,Sunlight Gardens,6.908632483402115,79.8524081288198,Chinese Restaurant,0.46259022209111805
Kottawa,6.8411652,79.9654324,Sunmeel Food Centre,6.836700822058201,79.96859802249078,Restaurant,0.49371565480906193
Havelock Town,6.8866519,79.8646835,Super Kids,6.887589989905503,79.86396432888282,Playground,0.10374359120116607
"Kaduwela, Western Province",6.929061,79.98277540000002,Supul Collection,6.937310246359768,79.98163089045418,Boutique,0.912287924277549
Havelock Town,6.8866519,79.8646835,Sushi Kai,6.891533846459553,79.86705684683345,Sushi Restaurant,0.5398956928159386
Kottawa,6.8411652,79.9654324,Susiko Bakers,6.841665432580067,79.96343477114243,Bakery,0.055320737727856874
Bambalapitiya,6.904361,79.8540397,Swarnamahal Jewellers,6.897938126488702,79.85392633849027,Jewelry Store,0.7103075627251288
Kiribathgoda,6.9778284,79.92715229999997,Sweatland Gym,6.977615625907063,79.92914177080753,Gym,0.02353082832131017
Havelock Town,6.8866519,79.8646835,Swirl Frozen Yoghurt,6.888058864301548,79.86502533860727,Frozen Yogurt Shop,0.15559652641662813
Dematagoda,6.9352993000000005,79.88078309999999,T Blog,6.941769,79.878437,Coffee Shop,0.7154872400236445
Fort (Colombo),6.9337011,79.8500302,TAPHOUSE by RnR,6.933686495647183,79.84351342500301,Bar,0.0016151020857182853
Pamankada,6.8776324,79.8713074,THE CAULDRON,6.876584251001171,79.87346108488177,Café,0.11591500474592964
Kirulapana,6.8814717000000005,79.87634759999997,THE KIOSK,6.889551205240506,79.87526287911764,Café,0.8935143930064718
Slave Island,6.9257119000000005,79.8503314,Table One,6.928221846002088,79.84438974781268,Buffet,0.27757600276488337
Cinnamon Gardens,6.9116652,79.86456779999997,Taco Bell,6.911426934717864,79.867820070534,Taco Place,0.026349842506866006
Union Place,6.9229583,79.8523572,Taj Samudra,6.922294421326782,79.84704494476318,Hotel,0.07341861327693279
Wellawatte,6.8740921,79.8604934,Taj Samudra - Navarathna,6.878618628868012,79.86342288085433,Indian Restaurant,0.5005897056085493
Union Place,6.9229583,79.8523572,Taj Samudra - YUMI bar,6.922558687648059,79.8469323002382,Bar,0.044193293253934535
Maha Nuge Gardens,6.916688400000001,79.8491938,Tao,6.918394443372429,79.8489600659982,Asian Restaurant,0.18867199225147496
Malabe,6.906078699999999,79.9696277,Taste And Taste,6.905928,79.963475,Asian Restaurant,0.016665962866273174
Havelock Town,6.8866519,79.8646835,Tasty Caterers,6.889176514000973,79.87017580815946,Fast Food Restaurant,0.27919768669639095
Sri Jayawardenepura Kotte,6.8867616,79.9187142,Tea Avenue,6.879435000000001,79.919697,Coffee Shop,0.8102503430476051
Bambalapitiya,6.904361,79.8540397,Tea Avenue,6.908324929436718,79.84925538762259,Coffee Shop,0.4383722742977261
Cinnamon Gardens,6.9116652,79.86456779999997,Tea Avenue,6.913035192146761,79.87034815047501,Tea Room,0.1515079250950173
Cinnamon Gardens,6.9116652,79.86456779999997,Tea Breeze,6.905845965441023,79.86359707431885,Café,0.6435511495902606
Maha Nuge Gardens,6.916688400000001,79.8491938,Tea Breeze,6.916523052658866,79.85182196838096,Tea Room,0.01828582528788314
Colombo,6.927078599999999,79.861243,Technical Junction,6.932167355559287,79.86134456461156,Intersection,0.5627677183161138
Union Place,6.9229583,79.8523572,Testa Food Court,6.920430634088937,79.85758159372129,Restaurant,0.2795355932513518
Fort (Colombo),6.9337011,79.8500302,Testa Food Court: Pettah Floating Market,6.933329223074231,79.85465533533582,Restaurant,0.04112603971228182
Maradana,6.926997,79.8639835,Testa bake house,6.918455479599234,79.86458234125477,Bakery,0.9446102293059999
Bambalapitiya,6.904361,79.8540397,Thai Boulevard,6.898619087304389,79.85548718654654,Thai Restaurant,0.6349999051183314
Kandana,7.0477897,79.8970348,Thakshila,7.051983995961947,79.8967512783507,Bakery,0.4638513995737513
Ja-Ela,7.0667984,79.9040932,Thakshila,7.069977740737307,79.90209249018444,Bakery,0.35160676085462106
Wickramasinhapura,6.8823235999999985,79.93857940000002,Thalangama Lake,6.887295179266152,79.94548405284634,Lake,0.5498081092702097
Havelock Town,6.8866519,79.8646835,Thalis Indian Vegetarian Cuisine,6.887000888310535,79.87186558603516,South Indian Restaurant,0.03859470181340022
Dehiwala,6.8301185,79.8800832,Thappa Junction (තාප්ප හන්දිය),6.82408545799489,79.88155961036679,Bus Station,0.6671939212064525
Wellawatte,6.8740921,79.8604934,That Cafe in Colombo,6.875635420638452,79.86139112213884,Café,0.1706761181854009
Malabe,6.906078699999999,79.9696277,That Café in Colombo,6.904235908257076,79.96097731683439,Restaurant,0.20379494141329513
Havelock Town,6.8866519,79.8646835,The Barefoot,6.883006256606562,79.85694899116902,Arts & Crafts Store,0.4031725525343138
Bambalapitiya,6.904361,79.8540397,The Barefoot Cafe,6.8966442188021215,79.85376541770918,Café,0.8534011898029016
Borella,6.9121796,79.8828828,The Bayleaf,6.909541548958948,79.87562409101477,Italian Restaurant,0.29174299687530886
Maha Nuge Gardens,6.916688400000001,79.8491938,The Cafe,6.917799834732826,79.84830021858215,Diner,0.12291399273653976
Bambalapitiya,6.904361,79.8540397,The Cake Factory,6.905187877146505,79.85640853685476,Dessert Shop,0.09144461254259788
Havelock Town,6.8866519,79.8646835,The Cakery,6.893034767292305,79.86619951645041,Bakery,0.705882929167596
Slave Island,6.9257119000000005,79.8503314,The Capital Grill & Bar,6.9284965528169495,79.84406092147287,Steakhouse,0.30795594878528343
Kirulapana,6.8814717000000005,79.87634759999997,The Chariot,6.879798726399399,79.87110624082752,Café,0.18501450803215125
Bambalapitiya,6.904361,79.8540397,The Coffee Bean & Tea Leaf,6.9036223700846175,79.85223163637609,Coffee Shop,0.08168531987885803
Cinnamon Gardens,6.9116652,79.86456779999997,The Coffee Bean & Tea Leaf,6.911451763532338,79.86674748639983,Coffee Shop,0.023604015073467745
Kollupitiya,6.912815400000001,79.8506815,The Coffee Bean & Tea Leaf,6.911989216583282,79.85102913991632,Coffee Shop,0.09136792191398974
Dematagoda,6.9352993000000005,79.88078309999999,The Coffee Bean & Tea Leaf,6.940347114414817,79.87831568940537,Coffee Shop,0.5582402114255194
Cinnamon Gardens,6.9116652,79.86456779999997,The Commons,6.908485502368921,79.85805084724059,Coffee Shop,0.35164387311444806
Kahathuduwa,6.782298,79.99479559999997,The Courtyard,6.785583630343653,79.99332931504833,Restaurant,0.3633571070939646
Pamankada,6.8776324,79.8713074,The Daily Staple Bistro,6.872021000000001,79.87460300000001,Bistro,0.6205657750254129
Slave Island,6.9257119000000005,79.8503314,The Dining Room,6.929095076943215,79.84956818545531,Coffee Shop,0.37414699319148975
Bambalapitiya,6.904361,79.8540397,The Embazzy,6.906572408917109,79.85843750159086,Café,0.2445604384043202
Kohuwala,6.862484200000001,79.8854983,The Fab,6.870688644909872,79.88660596306757,Bakery,0.9073307850840334
Havelock Town,6.8866519,79.8646835,The Fab,6.887404334266522,79.87260932252327,Bakery,0.08321188853174771
Havelock Town,6.8866519,79.8646835,The Fab,6.8907782752377535,79.86573619711753,Bakery,0.4563368732383178
Rajagiriya,6.909410799999999,79.8942538,The Fab,6.903325321340553,79.89417218546424,Bakery,0.6729951089026786
Bambalapitiya,6.904361,79.8540397,The Fab,6.904382676173822,79.85197666750173,Bakery,0.0023971750719050146
Borella,6.9121796,79.8828828,The Fab,6.910815650803097,79.88724433526842,Bakery,0.1508396277072551
Maradana,6.926997,79.8639835,The Fab,6.920381233236307,79.86585407581047,Bakery,0.731640377688621
Dalugama,6.9752231,79.92066940000002,The Fab,6.973640246875675,79.92114656821008,Bakery,0.17504875444596216
Kiribathgoda,6.9778284,79.92715229999997,The Fab,6.986198361599275,79.9253360498052,Bakery,0.9256397828787956
Wattala,6.9906677,79.8931709,The Fab,6.988416448287213,79.89126135966428,Bakery,0.24896754731817072
Moratuwa,6.788070599999998,79.8912813,The Fab - Moratuwa,6.785775691859546,79.88468982779507,Food,0.25379339670725337
Battaramulla,6.897994099999999,79.9222869,The Fab Battaramulla,6.902310314221014,79.91543230351891,Bakery,0.4773314421132004
Cinnamon Gardens,6.9116652,79.86456779999997,The Floor By O!,6.908329486449655,79.86545806722248,Pub,0.3688977269875836
Pamankada,6.8776324,79.8713074,The Fresh Milk Shop,6.880655667144548,79.86289099541216,Tea Room,0.3343437388523662
Bambalapitiya,6.904361,79.8540397,The Gallery Café,6.898671901304794,79.85459923664834,Café,0.6291591891347476
Havelock Town,6.8866519,79.8646835,The Havelock Place Bungalow,6.885308254063514,79.86527804231237,Hotel,0.1485941244017748
Union Place,6.9229583,79.8523572,The Keg,6.921911429983876,79.86117256661406,Bar,0.11577378118696184
Fort (Colombo),6.9337011,79.8500302,The Kingsbury,6.933093578775468,79.8417702866765,Hotel,0.06718605041389468
Slave Island,6.9257119000000005,79.8503314,The Library,6.929138720430556,79.8500087317512,Pub,0.37897354557389507
Fort (Colombo),6.9337011,79.8500302,The Lounge,6.929128573609488,79.84965038808349,Lounge,0.5056777452483964
Cinnamon Gardens,6.9116652,79.86456779999997,The Manchester,6.903419982625175,79.86497017309335,Bar,0.9118413765668849
Kollupitiya,6.912815400000001,79.8506815,The Mango Tree,6.912738815489866,79.85543724620506,North Indian Restaurant,0.008469508719368343
Rajagiriya,6.909410799999999,79.8942538,The Manhattan Fish Market,6.908578097052233,79.89831061447782,Seafood Restaurant,0.09208890606203014
Ratmalana,6.8195453,79.8800832,The Meal Cart,6.8128491395625534,79.88101600162398,Bakery,0.740527833443063
Fort (Colombo),6.9337011,79.8500302,The Ocean,6.933044110787458,79.84166176554666,Seafood Restaurant,0.0726567377844411
Bambalapitiya,6.904361,79.8540397,The Ocean Front,6.908346000000001,79.849226,Hotel,0.44070247509072746
Borella,6.9121796,79.8828828,The Oval Club,6.918309654721218,79.88408852109444,Stadium,0.6779250423782782
Cinnamon Gardens,6.9116652,79.86456779999997,The Paddington,6.911483909721463,79.86872255802155,Café,0.020048956568009743
Wattala,6.9906677,79.8931709,The Pan Restaurant,6.987876159438147,79.89301039090556,Asian Restaurant,0.30871847649332274
Dalugama,6.9752231,79.92066940000002,The Paper Factory,6.9784847884364805,79.91336427810789,Stationery Store,0.3607122782696089
Fort (Colombo),6.9337011,79.8500302,The Re Pub Lk,6.933884837606118,79.8442379327697,Pub,0.020319626334301608
Mattakkuliya,6.971672200000001,79.87868329999998,The Royal Boat Restaurant,6.971901426637618,79.88585463684339,Restaurant,0.02535031981227256
Narahenpita,6.897593400000001,79.881483,The Saffron,6.899253,79.890151,Hotel,0.18353565497540145
Kollupitiya,6.912815400000001,79.8506815,The Sandwich Factory,6.910112551330656,79.85308243503337,Sandwich Place,0.29890899703958224
Maha Nuge Gardens,6.916688400000001,79.8491938,The Shisha Lounge,6.918554117693863,79.84901380469981,Hookah Bar,0.20633043751816252
Bambalapitiya,6.904361,79.8540397,The Sizzle,6.904572582319424,79.8529032226657,Restaurant,0.023398957213145756
Cinnamon Gardens,6.9116652,79.86456779999997,The Steuart by Citrus -& co Pub and Kitchen,6.9127231134240015,79.86486673487275,Pub,0.11699502594381897
Rajagiriya,6.909410799999999,79.8942538,The Sushi Bar,6.907800212896168,79.89933559144106,Sushi Restaurant,0.17811538015214481
Union Place,6.9229583,79.8523572,The Tea Lounge,6.918344582001065,79.84902133095527,Tea Room,0.5102329132486306
Union Place,6.9229583,79.8523572,The Verandah,6.92002448455155,79.84586460641673,Café,0.32445183174703807
Fort (Colombo),6.9337011,79.8500302,The t-Lounge on Chatham Street by Dilmah,6.934485680249826,79.8436074892295,Tea Room,0.08676709163604035
Havelock Town,6.8866519,79.8646835,Thiangra,6.890876878286148,79.86600508138152,Clothing Store,0.46724141007062614
Bloemendhal,6.9529494000000005,79.8702837,Thotalaga Bus Stop,6.959116848516438,79.87600111728875,Bus Station,0.6820616051944516
Narahenpita,6.897593400000001,79.881483,Thush's Podi Brownie Business,6.897031401389433,79.882218477567,Bakery,0.062151589718556104
Ratmalana,6.8195453,79.8800832,Thusitha Book Shop,6.816244911533794,79.87721443176271,Bookstore,0.3649897153238194
Fort (Colombo),6.9337011,79.8500302,Thé Cake - The Kingsbury,6.932981436687987,79.84192842587088,Café,0.07958789503241194
Cinnamon Gardens,6.9116652,79.86456779999997,Tintagel,6.915030438552575,79.86990263435992,Hotel,0.37216295951925427
Havelock Town,6.8866519,79.8646835,Tom Yum,6.880855054267272,79.85930547992922,Thai Restaurant,0.641074491833958
Bambalapitiya,6.904361,79.8540397,Tong Ni BBQ,6.9055110834485225,79.85466713204013,Chinese Restaurant,0.12718810345329876
Kohuwala,6.862484200000001,79.8854983,Topform,6.86997273216708,79.88762618479963,Asian Restaurant,0.8281578758470476
Panchikawatte,6.9309682,79.8639835,Tower Hall Theatre,6.930822439797792,79.86481623681047,Theater,0.016119685814153198
Kollupitiya,6.912815400000001,79.8506815,UPTOWN Kandy,6.911095143259653,79.85121197888951,Clothing Store,0.19024380954768622
Kiribathgoda,6.9778284,79.92715229999997,Udeshi City,6.977262067357763,79.92920626154817,Shopping Mall,0.0626311027515276
Maha Nuge Gardens,6.916688400000001,79.8491938,Uga Residencies,6.917155923798344,79.85820634624669,Hotel,0.05170363520324319
Kirulapana,6.8814717000000005,79.87634759999997,Ultimate Gym,6.880029154067394,79.8808758943841,Gym,0.15953146374868676
Union Place,6.9229583,79.8523572,Union Bar & Grill,6.9207753350304975,79.85598564731718,Gastropub,0.24141497875034065
Narahenpita,6.897593400000001,79.881483,Union Chemists,6.892694888311516,79.87542146410807,Pharmacy,0.5417277825726465
Maradana,6.926997,79.8639835,Union Chemists (Pvt) Limited,6.9217100856593445,79.86447842797314,Pharmacy,0.5846820559086491
Cinnamon Gardens,6.9116652,79.86456779999997,Upali's by Nawaloka,6.912666120062704,79.86478701564197,Sri Lankan Restaurant,0.1106921094933036
Kirulapana,6.8814717000000005,79.87634759999997,Urban Living,6.8754394799023535,79.88117954731278,Boutique,0.6671044491727084
Nugegoda,6.864908099999999,79.89967890000001,VFM Radio,6.864371448035506,79.8957726587902,Music Venue,0.05934841590944608
Kohuwala,6.862484200000001,79.8854983,VOL Square,6.869588306036273,79.88812921043001,Clothing Store,0.7856441271088612
Bambalapitiya,6.904361,79.8540397,Vasan Eye Care,6.901668925149526,79.85299937564074,Optical Shop,0.29771741129776447
Boralesgamuwa,6.840989100000002,79.9017187,Vege Dine,6.848051974124884,79.89780954978094,Vegetarian / Vegan Restaurant,0.7810835858306641
Cinnamon Gardens,6.9116652,79.86456779999997,Viharamahadevi Park (විහාරමහාදේවී උද්‍යානය),6.914010222986491,79.86152505191211,Park,0.25933694224332204
Maha Nuge Gardens,6.916688400000001,79.8491938,Vijitha Yapa Bookshop,6.917232856373618,79.84886838301972,Bookstore,0.06021163814708784
